,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000
1,77,140,188,220,276,287,320,352,389,391,430,458,479,490,483,522,544,561,551,589,590,619,643,660,646,653,656,690,693,700
2,75,136,177,213,272,298,315,353,389,395,410,466,463,504,501,533,548,562,558,609,595,624,628,636,670,665,658,680,684,715
3,83,135,182,222,264,295,322,334,379,411,445,453,477,494,514,530,561,545,587,598,607,634,641,650,657,686,687,674,702,703
4,79,125,186,237,258,292,313,357,371,400,429,450,457,491,511,524,534,556,578,592,604,610,636,662,657,686,668,693,707,691
5,80,123,187,216,242,283,335,344,397,408,428,447,480,495,521,540,561,560,592,601,616,613,627,649,652,675,693,687,717,700
6,76,127,175,228,258,313,317,345,399,397,429,467,456,500,507,552,559,582,583,598,606,619,602,679,675,664,690,694,697,741
7,79,133,188,220,261,279,314,362,369,396,406,435,484,507,531,529,516,536,567,587,608,617,643,642,654,685,666,700,681,699
8,87,127,182,229,266,292,329,348,373,403,420,452,472,484,483,531,555,583,562,599,600,614,655,635,672,676,671,677,704,704
9,75,145,184,222,272,295,326,351,388,402,424,444,475,496,490,539,553,556,583,603,609,607,658,639,676,672,671,724,711,700
10,75,130,188,217,270,302,308,353,392,395,426,469,453,486,511,529,564,571,584,604,607,622,643,642,696,656,684,719,672,712
11,82,134,179,201,241,331,321,349,384,398,444,452,458,506,502,515,559,531,577,587,600,605,635,638,663,692,682,690,732,740
12,81,131,180,238,255,302,341,345,385,397,446,447,474,505,515,525,568,584,578,602,592,611,631,656,657,651,680,681,689,728
13,77,133,165,220,261,307,333,352,370,424,421,446,479,462,504,534,538,569,587,601,614,624,658,650,649,681,685,680,737,718
14,76,132,196,232,253,310,319,376,385,417,453,447,465,490,508,529,539,552,582,597,610,636,636,639,671,661,701,668,693,715
15,77,130,178,226,271,302,329,354,381,396,432,444,498,501,494,549,543,554,560,588,610,628,639,644,666,649,685,698,718,728
16,74,138,181,227,260,304,324,341,379,397,421,442,467,504,490,509,537,573,571,605,599,613,647,657,685,659,691,692,713,697
17,77,142,166,230,246,273,332,357,373,390,419,452,486,478,544,533,547,565,596,586,603,628,634,647,681,666,687,693,694,715
18,80,134,172,231,267,275,345,350,365,390,398,448,488,493,496,554,565,590,586,600,608,633,635,634,667,653,663,697,721,728
19,75,129,179,223,250,313,318,351,388,407,428,452,476,488,519,534,529,572,573,587,603,611,649,648,626,684,692,698,709,727
