,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000
1,55,78,101,110,115,117,119,122,125,127,125,124,125,126,126,127,127,126,127,127,127,127,127,127,127,127,127,127,127,127
2,59,84,91,107,113,115,115,117,124,125,126,124,126,126,127,127,127,127,127,126,127,127,127,127,127,127,127,127,127,127
3,55,86,89,109,114,117,118,125,123,124,126,125,126,125,125,126,127,127,127,127,127,127,127,127,127,127,127,127,127,127
4,57,76,98,107,108,113,120,124,125,125,124,127,124,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
5,54,72,90,108,111,116,122,119,123,124,124,124,127,126,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
6,60,82,97,104,109,115,118,123,120,127,126,126,124,127,126,127,126,127,127,127,127,127,127,127,127,127,127,127,127,127
7,62,85,105,107,110,117,119,125,126,126,123,126,126,127,127,127,126,125,127,127,127,127,127,127,127,127,127,127,127,127
8,58,85,94,106,116,114,116,116,125,124,124,125,123,126,126,127,127,127,127,126,127,127,127,127,127,127,127,127,127,127
9,57,79,90,111,111,121,120,122,123,123,125,123,127,127,127,126,126,127,127,127,125,127,127,127,127,127,127,127,127,127
10,55,75,95,108,116,117,117,124,122,121,125,127,124,127,125,126,127,127,127,127,127,127,126,127,127,127,127,127,127,127
11,54,80,101,108,112,111,121,126,121,124,126,126,126,126,126,126,127,127,127,127,127,127,127,127,127,127,127,127,127,127
12,52,75,97,105,110,119,120,122,122,124,124,127,124,126,127,127,127,126,127,127,127,127,127,127,127,127,127,127,127,127
13,59,79,98,107,115,119,120,124,122,125,126,127,126,126,125,126,127,127,127,127,127,127,127,127,127,127,127,127,127,127
14,58,85,95,101,114,111,116,125,121,126,123,124,124,127,127,127,127,127,127,127,127,127,127,127,127,127,126,127,127,127
15,48,78,98,110,113,120,121,122,124,122,125,125,122,127,127,127,127,127,126,127,127,127,127,127,127,127,127,127,127,127
16,55,85,103,108,110,116,119,123,122,120,124,125,126,126,125,127,127,126,127,127,127,127,127,127,126,127,127,127,127,127
17,56,88,100,106,111,120,117,123,123,126,125,125,126,126,126,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
18,57,79,100,105,107,116,120,120,123,124,124,127,126,126,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
19,64,82,99,102,116,120,118,126,125,122,126,126,127,127,127,127,127,127,126,127,127,127,127,127,127,127,127,127,127,127
20,53,82,96,105,103,112,120,120,122,126,125,126,126,126,126,126,127,127,127,127,126,127,127,126,127,127,127,127,127,127
21,58,74,92,105,106,119,118,121,124,124,125,121,127,125,127,127,126,127,127,127,127,127,126,127,127,127,127,127,127,127
22,48,79,95,101,112,114,119,125,121,126,126,127,126,127,126,127,127,125,127,127,127,127,127,127,127,127,127,127,127,127
23,56,79,104,102,111,113,120,125,123,124,123,126,127,126,127,127,127,126,126,127,127,127,127,127,127,127,127,127,127,127
24,54,77,90,101,107,117,117,121,125,126,123,124,127,127,126,127,127,127,126,127,127,127,127,127,127,127,127,127,127,127
25,57,91,104,107,113,116,119,120,123,125,125,126,126,126,126,126,127,126,127,127,127,127,127,127,127,127,127,127,127,127
26,54,82,94,106,107,117,120,123,125,124,124,126,127,126,126,127,126,127,127,127,127,127,127,127,127,127,127,127,127,127
27,54,77,97,105,107,115,122,121,123,124,126,126,126,126,126,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
28,53,79,93,109,112,118,119,121,125,121,125,119,127,127,126,126,125,126,126,127,127,126,127,127,127,127,127,127,127,127
29,54,73,98,112,111,116,119,121,122,124,127,125,126,126,127,127,125,127,127,126,127,127,127,127,127,127,127,127,127,127
30,54,78,96,112,112,115,122,121,124,124,124,126,127,127,126,126,127,126,127,127,126,127,127,127,127,127,127,127,127,127
31,56,81,101,103,113,117,120,123,126,125,125,124,127,127,126,126,127,127,126,127,127,127,127,127,127,127,127,127,127,127
32,54,81,89,104,113,113,121,123,124,119,126,126,125,124,127,127,126,126,127,127,127,127,127,127,127,127,127,127,127,127
33,57,75,96,101,110,112,121,123,124,126,123,124,127,126,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
34,59,89,95,108,107,112,119,121,120,127,126,126,127,126,126,127,126,127,127,127,127,127,127,127,127,127,127,127,127,127
35,53,82,95,103,113,114,119,122,120,124,125,126,125,126,127,127,127,127,127,126,127,127,127,127,127,127,127,127,127,127
36,61,83,95,105,109,113,121,122,121,122,125,125,125,127,127,127,126,127,127,127,127,127,127,127,127,127,127,127,127,127
37,54,79,95,100,113,118,119,122,124,123,127,125,127,126,126,127,127,127,126,127,127,127,127,127,127,127,127,127,127,127
38,56,82,110,99,114,117,118,120,124,124,127,125,124,127,127,125,127,127,127,127,127,127,127,127,127,127,127,127,127,127
39,57,84,93,112,109,119,122,120,125,122,125,127,127,127,125,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
40,53,82,97,103,112,119,116,120,124,121,125,127,126,125,127,127,126,127,127,127,127,127,127,127,126,127,126,127,127,127
41,53,84,98,105,115,117,114,124,123,126,125,123,127,127,127,125,127,127,127,127,127,127,127,127,127,127,127,127,127,127
42,57,85,92,104,116,116,123,125,118,125,125,123,126,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
43,54,84,97,102,107,120,120,121,125,125,125,127,124,125,125,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
44,55,82,98,107,102,118,120,123,120,125,124,126,125,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
45,60,81,98,106,113,116,123,123,121,124,125,125,127,126,126,127,127,127,127,127,126,127,126,127,127,127,127,127,127,127
46,56,76,94,109,112,115,120,123,126,123,124,127,126,126,126,127,127,127,127,127,127,126,127,127,127,127,127,127,127,127
47,56,82,95,106,108,116,123,120,122,123,124,125,127,127,124,127,127,127,127,127,127,127,127,127,126,127,127,127,127,127
