,sub,onset,offset,cat,tier
808,29,1149.03,1159.15,woah woo you gonna jump for me jump jump yay jump jump yay,Transcript
809,29,1163.55,1164.03,oh yeah,Transcript
810,29,1169.83,1170.4,what,Transcript
811,29,1173.67,1174.46,where you going,Transcript
812,29,1190.58,1193.94,what else is here huh what else is in here,Transcript
813,29,1197.49,1198.47,what's this,Transcript
814,29,1200.58,1201.18,huh,Transcript
815,29,1208.33,1211.57,snotty nose snotty nose,Transcript
816,29,662.5,665.86,(voc)*,Child_Voc
817,29,743.85,744.41,(other)*,Child_Voc
818,29,773.83,776.13,(other)*,Child_Voc
819,29,776.19,776.66,(voc)*,Child_Voc
820,29,779.875,781.92,(other)*,Child_Voc
821,29,784.4,786.5,(voc)*,Child_Voc
822,29,802.96,803.56,(other)*,Child_Voc
823,29,803.895,806.3,(voc)*,Child_Voc
824,29,807.79,810.53,(other)*,Child_Voc
825,29,812.25,813.91,(other)*,Child_Voc
826,29,816.41,817.12,(other)*,Child_Voc
827,29,820.265,820.78,(other)*,Child_Voc
828,29,847.14,847.98,(voc)*,Child_Voc
829,29,851.1,851.65,(voc)*,Child_Voc
830,29,868.68,872.15,(other)*,Child_Voc
831,29,884.66,885.57,(voc)*,Child_Voc
832,29,964.65,965.24,(voc)*,Child_Voc
833,29,1033.3,1034.16,(other)*,Child_Voc
834,29,1074.04,1075.05,(voc)*,Child_Voc
835,29,1077.715,1079.78,(voc)*,Child_Voc
836,29,1127.355,1127.945,(voc)*,Child_Voc
837,29,1127.98,1131.01,(other)*,Child_Voc
838,29,1131.44,1131.89,(voc)*,Child_Voc
839,29,1141.55,1142.01,(voc)*,Child_Voc
840,29,1162.17,1163.18,(voc)*,Child_Voc
841,29,1163.985,1164.365,(other)*,Child_Voc
842,29,600,647.575,toy,inf_touch
843,29,647.575,649.14,caregiver,inf_touch
844,29,649.14,649.52,toy,inf_touch
845,29,651.54,651.95,toy,inf_touch
846,29,652.76,654.05,toy,inf_touch
847,29,654.065,654.485,caregiver,inf_touch
848,29,656.365,658.9,toy,inf_touch
849,29,661.46,662.105,caregiver,inf_touch
850,29,662.875,668.19,toy,inf_touch
851,29,668.84,670.84,toy,inf_touch
852,29,673.425,785.123,toy,inf_touch
853,29,785.125,785.2,caregiver,inf_touch
854,29,785.208,786.444,toy,inf_touch
855,29,786.444,795.181,caregiver,inf_touch
856,29,795.181,813.216,toy,inf_touch
857,29,813.221,819.745,caregiver,inf_touch
858,29,819.745,872.989,toy,inf_touch
859,29,872.992,875.107,caregiver,inf_touch
860,29,875.114,881.507,toy,inf_touch
861,29,884.025,888.925,toy,inf_touch
862,29,891.568,902.043,toy,inf_touch
863,29,902.375,924.788,toy,inf_touch
864,29,925.77,938.434,toy,inf_touch
865,29,940.007,1077.661,toy,inf_touch
866,29,1080.951,1084.834,toy,inf_touch
867,29,1086.198,1088.043,caregiver,inf_touch
868,29,1088.048,1115.243,toy,inf_touch
869,29,1117.024,1131.277,toy,inf_touch
870,29,1131.277,1140.834,caregiver,inf_touch
871,29,1140.841,1179.479,toy,inf_touch
872,29,1180.158,1180.267,caregiver,inf_touch
873,29,1182.376,1182.685,toy,inf_touch
874,29,1191.046,1200.006,toy,inf_touch
875,2,610.42,611.27,want it back,Transcript
876,2,613.34,615.13,thank you ah gonna eat it,Transcript
877,2,626.12,628.46,can i have that one can mommy have that one,Transcript
878,2,658.73,661.11,what did she do is she going bye byes,Transcript
879,2,661.395,662.79,yeah is she going bye byes,Transcript
880,2,663.8,664.81,whered she go,Transcript
881,2,665.59,668.165,oh put mommys back there you go,Transcript
882,2,672.88,676.11,give it to mommy can mommy have it uh oh,Transcript
883,2,680.07,682.4,can mommy have it uh oh there it goes ,Transcript
884,2,686.76,687.805,give it mommy,Transcript
885,2,690.86,692.13,uh mommys,Transcript
886,2,695.2,696.06,you gonna eat it,Transcript
887,2,712.87,714.79,this one look what mommy can do,Transcript
888,2,720.15,722.04,can you do that can you throw it,Transcript
889,2,722.83,724.83,ah im going eat it youre going to eat it ,Transcript
890,2,727.77,733.93,is that funny is that funny is that funny oh you see your juice you see your juice,Transcript
891,2,738.37,743.84,you see your juice what else can mommy find ooh this looks neat,Transcript
892,2,746.15,746.825,whats that,Transcript
893,2,754.51,755.66,juice toy,Transcript
894,2,761.67,762.815,see what it does,Transcript
895,2,778.96,782.25,is that pretty neat huh see little balls in there,Transcript
896,2,782.97,786.02,got this oo lets see this,Transcript
897,2,790.06,791.7,all kinds of fun toys,Transcript
898,2,802.18,808.92,youre so quiet are you just not sure what to think yeah what do you think of those bib overalls huh what do you think of those,Transcript
899,2,809.64,811.17,youre just not sure what to do,Transcript
900,2,814.01,815.23,see will this fit in there,Transcript
901,2,816.4,819.23,lets see if we can put that in there too huh,Transcript
902,2,821.11,822.21,now whatcha gonna do,Transcript
903,2,828.2,833.165,ah thats gonna be tough to get out thats gonna be tough,Transcript
904,2,834.52,836.335,ooh look what mommy has,Transcript
905,2,838.75,840.41,hi camron what are you doing ,Transcript
906,2,843.09,843.65,im gonna get you,Transcript
907,2,846.51,848.22,i dont think mommy has it on right lets see ,Transcript
908,2,849.94,850.765,gobble gobble gobble,Transcript
909,2,852.34,853.3,im gonna get your fingers ,Transcript
910,2,856.15,857.43, im gonna get your toesies,Transcript
911,2,859.775,861.225,im gonna get your toesies,Transcript
912,2,863.61,865.48, i like your toesies im gonna get them,Transcript
913,2,867.96,869.115,i gonna get your nose ,Transcript
914,2,871.42,873.12,im gonna get your other toes ,Transcript
915,2,875.185,877.57,i gonna drink your juicy im gonna drink your juicy,Transcript
916,2,880.58,881.29,i gonna get them ,Transcript
917,2,882.26,883.31,im gonna get it,Transcript
918,2,884.84,885.68,im gonna get it,Transcript
919,2,888.675,889.905,oh give me some juicy ,Transcript
920,2,892.91,894.71,im gonna get that juicy,Transcript
921,2,897.13,898.59,im gonna get your toesies ,Transcript
922,2,902.2,906.48,hes gonna go night night hes gonna go night night say bye bye bye bye,Transcript
923,2,913.75,915.692,hes going to sleep hes sleeping,Transcript
924,2,921.99,927.25, you like him do you like him hes sleeping aw nice cow,Transcript
925,2,933.87,937.626, uh oh he went boom boom he went boom boom,Transcript
926,2,940.958,944.958,you better watch out hell get your toesies hell get your toesies,Transcript
927,2,945.69,946.81,im gonna get your toesies,Transcript
928,2,948.45,949.08,gimme that ball ,Transcript
929,2,950.85,953.48,can i have that ball  woah,Transcript
930,2,954.05,958.18,youre gonna fall oh let me help ya oooh,Transcript
931,2,960.81,961.78,i gonna get you,Transcript
932,2,963.27,964.14,im gonna give you kiss,Transcript
933,2,971.27,972.55,im gonna get you,Transcript
934,2,973.13,974,im gonna get him,Transcript
935,2,975.51,976.72,im gonna get his fingers,Transcript
936,2,982.33,983.49,aw gimme kisses,Transcript
937,2,985.32,987.54,aw hes going bye bye tell him bye bye ,Transcript
938,2,989.58,993.86,i think hes going bye byes bye bye bye bye bye bye,Transcript
939,2,995.67,998.42,bye bye bye bye,Transcript
940,2,1001.3,1002.31,whered he go,Transcript
941,2,1005.39,1006.87,uh i see him,Transcript
942,2,1008.34,1013,oh see your juice mommy should have left the juice home oh whats that guy,Transcript
943,2,1016.31,1019.2,oh what is it ah,Transcript
944,2,1022.88,1024.22,watch your head,Transcript
945,2,1029.18,1032.65,can mommy have it all gone,Transcript
946,2,1035.01,1039.4,you got mad  you got mad lemme see your temper,Transcript
947,2,1043.1,1050.18,that wasnt nice was it of mommy you can have your juice ah we got a mommy starfish and a baby starfish ,Transcript
948,2,1060.105,1060.785,what,Transcript
949,2,1066.69,1073.28,theres so much to look at isnt there theres so much to look at what you think,Transcript
950,2,1075.26,1078.88,uh oh ah i knocked him down,Transcript
951,2,1087.81,1102.21,are you gonna eat it are you gonna eat it are you gonna eat it what else mommy see ooh we have one of these at home we have one of these at home do you remember the koosh ball oh pretty,Transcript
952,2,1113.91,1117.16,you wanna catch it you ready set go,Transcript
953,2,1121.06,1122.83,that feels funny doesnt it,Transcript
954,2,1125.38,1126.77,that feels funny,Transcript
955,2,1137.57,1143.255,what do you think whats that feel like huh does that feel funny,Transcript
956,2,1150.035,1154.79,does that feel funny can you throw it to mommy throw it to mommy,Transcript
957,2,1161.53,1165.562,are you just going to play with it huh just going to play with it,Transcript
958,2,1171.232,1173.802,can i put it on our toesies can i put it on your toesies,Transcript
959,2,1176.22,1181.48,does that feel funny i get the piggies i gonna get the piggies ,Transcript
960,2,1194.22,1197.847,you trying to pull it apart why are you trying to pull it apart,Transcript
961,2,1200.25,1201.83,ah what is it,Transcript
962,2,1204.18,1206.81,youre so quiet you dont know what to think do ya,Transcript
963,2,1208.86,1212.8,you dont know what to think but you need that juice huh you need that juice,Transcript
964,2,624.93,625.38,(voc)*,Child_Voc
965,2,726.62,727.04,(voc)*,Child_Voc
966,2,800.97,801.53,(other)*,Child_Voc
967,2,849.73,850.16,(voc)*,Child_Voc
968,2,850.84,851.33,(voc)*,Child_Voc
969,2,854.72,855.18,(other)*,Child_Voc
970,2,858.64,859.23,(other)*,Child_Voc
971,2,861.63,862.49,(other)*,Child_Voc
972,2,864.39,864.98,(other)*,Child_Voc
973,2,866.24,866.89,(other)*,Child_Voc
974,2,869.8,870.96,(other)*,Child_Voc
975,2,873.78,874.9,(other)*,Child_Voc
976,2,876.54,877.2,(other)*,Child_Voc
977,2,881.51,882.825,(other)*,Child_Voc
978,2,883.26,884.44,(other)*,Child_Voc
979,2,885.62,886.46,(other)*,Child_Voc
980,2,888.09,888.82,(voc)*,Child_Voc
981,2,890.96,891.77,(other)*,Child_Voc
982,2,895.42,896.16,(other)*,Child_Voc
983,2,899.24,899.79,(other)*,Child_Voc
984,2,920.23,922.161,(voc)*,Child_Voc
985,2,949.75,950.19,(voc)*,Child_Voc
986,2,961.65,962.2,(voc)*,Child_Voc
987,2,962.5,963.12,(voc)*,Child_Voc
988,2,965.99,968.51,(voc)*,Child_Voc
989,2,968.525,969.245,(other)*,Child_Voc
990,2,972.29,972.78,(other)*,Child_Voc
991,2,973.805,974.175,(other)*,Child_Voc
992,2,976.64,977.5,(other)*,Child_Voc
993,2,980.15,981.71,(other)*,Child_Voc
994,2,983.5,984.12,(other)*,Child_Voc
995,2,995.22,995.79,(voc)*,Child_Voc
996,2,997.085,997.645,(voc)*,Child_Voc
997,2,1007.62,1008.23,(other)*,Child_Voc
998,2,1020.04,1020.56,(voc)*,Child_Voc
999,2,1033.225,1034.72,(other)*,Child_Voc
1000,2,1039.19,1040.9,(other)*,Child_Voc
1001,2,1059.18,1059.77,(voc)*,Child_Voc
1002,2,1083.47,1085.08,(other)*,Child_Voc
1003,2,1170.46,1171.1,(other)*,Child_Voc
1004,2,1214.705,1215.425,(voc)*,Child_Voc
1005,2,600,605.836,toy,inf_touch
1006,2,612.324,687.015,toy,inf_touch
1007,2,687.949,730.728,toy,inf_touch
1008,2,731.811,732.651,toy,inf_touch
1009,2,740.238,740.851,toy,inf_touch
1010,2,748.674,751.314,toy,inf_touch
1011,2,752.325,755.364,toy,inf_touch
1012,2,756.223,757.408,toy,inf_touch
1013,2,757.999,760.331,toy,inf_touch
1014,2,761.193,767.259,toy,inf_touch
1015,2,769.046,769.558,toy,inf_touch
1016,2,770.795,772.425,toy,inf_touch
1017,2,773.442,806.74,toy,inf_touch
1018,2,807.573,808.078,toy,inf_touch
1019,2,808.336,817.74,toy,inf_touch
1020,2,821.366,880.023,toy,inf_touch
1021,2,880.868,911.165,toy,inf_touch
1022,2,913.517,913.974,toy,inf_touch
1023,2,930.541,933.866,toy,inf_touch
1024,2,936.039,941.299,toy,inf_touch
1025,2,942.492,958.204,toy,inf_touch
1026,2,962.068,962.407,toy,inf_touch
1027,2,964.318,969.149,toy,inf_touch
1028,2,973.56,973.946,toy,inf_touch
1029,2,976.846,977.437,toy,inf_touch
1030,2,979.856,980.068,toy,inf_touch
1031,2,980.511,980.734,toy,inf_touch
1032,2,983.763,984.006,toy,inf_touch
1033,2,1007.37,1008.401,toy,inf_touch
1034,2,1024.131,1029.614,toy,inf_touch
1035,2,1046.575,1047.126,toy,inf_touch
1036,2,1067.017,1067.166,toy,inf_touch
1037,2,1067.485,1068.453,toy,inf_touch
1038,2,1076.665,1077.012,toy,inf_touch
1039,2,1079.405,1079.602,toy,inf_touch
1040,2,1080.188,1111.732,toy,inf_touch
1041,2,1118.785,1173.338,toy,inf_touch
1042,2,1180.778,1200.007,toy,inf_touch
1043,30,900.819,903.378,look at the poor guy look at him,Transcript
1044,30,906.018,907.012,look at that,Transcript
1045,30,932.826,934.073,its a koosh ball,Transcript
1046,30,990.963,992.822,oh uh oh,Transcript
1047,30,995.734,996.364,uh oh,Transcript
1048,30,1001.224,1003.095,huh uh oh,Transcript
1049,30,1009.205,1010.005,uh oh,Transcript
1050,30,1021.329,1021.659,huh,Transcript
1051,30,1025.695,1026.107,heh,Transcript
1052,30,1033.364,1033.858,get it,Transcript
1053,30,1048.57,1052.27,uh oh oops bump your head,Transcript
1054,30,1063.289,1064.765,tickle tickle your nose,Transcript
1055,30,1067.065,1067.618,you want it back,Transcript
1056,30,1070.784,1071.066,huh,Transcript
1057,30,1094.096,1094.919,no,Transcript
1058,30,1099.608,1100.267,no,Transcript
1059,30,1103.575,1104.127,no,Transcript
1060,30,1123.616,1133.812,dance dance dance dance dance dance no you can't have that either you can't have that either no,Transcript
1061,30,1141.615,1142.215,huh,Transcript
1062,30,1147.862,1152.358,dance dance dance dance dance dance huh,Transcript
1063,30,1156.423,1159.188,dance dance dance dance dance dance,Transcript
1064,30,1160.607,1161.837,tip the baby,Transcript
1065,30,1164.301,1164.854,huh,Transcript
1066,30,1169.63,1172.042,what you wanna dance dance,Transcript
1067,30,1173.379,1177.544,dance dance dance huh tip the baby,Transcript
1068,30,1178.394,1178.912,huh,Transcript
1069,30,919.364,919.888,(voc)*,Child_Voc
1070,30,1028.758,1029.594,(voc)*,Child_Voc
1071,30,1032.438,1032.767,(voc)*,Child_Voc
1072,30,1110.353,1110.806,(other)*,Child_Voc
1073,30,1112.935,1113.647,(other)*,Child_Voc
1074,30,1114.088,1114.535,(other)*,Child_Voc
1075,30,1115.915,1118.468,(other)*,Child_Voc
1076,30,1136.275,1137.657,(other)*,Child_Voc
1077,30,1142.36,1142.513,(other)*,Child_Voc
1078,30,1144.092,1146.681,(other)*,Child_Voc
1079,30,1152.355,1153.031,(other)*,Child_Voc
1080,30,1158.396,1158.802,(voc)*,Child_Voc
1081,30,1159.94,1160.852,(other)*,Child_Voc
1082,30,1162.907,1163.631,(other)*,Child_Voc
1083,30,1179.78,1180.297,(other)*,Child_Voc
1084,30,1185.878,1187.167,(other)*,Child_Voc
1085,30,1190.796,1191.584,(other)*,Child_Voc
1086,30,599.999,601.164,toy,inf_touch
1087,30,601.699,608.922,toy,inf_touch
1088,30,609.265,609.898,toy,inf_touch
1089,30,610.194,615.715,toy,inf_touch
1090,30,623.006,625.669,toy,inf_touch
1091,30,639.051,658.844,toy,inf_touch
1092,30,659.589,682.384,toy,inf_touch
1093,30,683.161,694.076,toy,inf_touch
1094,30,697.12,697.53,toy,inf_touch
1095,30,698.061,698.433,toy,inf_touch
1096,30,700.995,705.265,toy,inf_touch
1097,30,726.809,728.642,toy,inf_touch
1098,30,729.458,732.948,toy,inf_touch
1099,30,736.303,736.764,toy,inf_touch
1100,30,739.492,744.307,caregiver,inf_touch
1101,30,759.416,759.724,caregiver,inf_touch
1102,30,760.083,768.487,caregiver,inf_touch
1103,30,770.229,794.487,toy,inf_touch
1104,30,816.232,868.636,toy,inf_touch
1105,30,877.726,963.2,toy,inf_touch
1106,30,965.806,972.629,toy,inf_touch
1107,30,974.736,974.929,caregiver,inf_touch
1108,30,975.122,977.042,caregiver,inf_touch
1109,30,978.132,978.487,caregiver,inf_touch
1110,30,982.277,982.838,toy,inf_touch
1111,30,987.79,990.081,toy,inf_touch
1112,30,996.828,1000.424,toy,inf_touch
1113,30,1002.709,1004.773,toy,inf_touch
1114,30,1006.835,1008.206,toy,inf_touch
1115,30,1010.072,1010.492,toy,inf_touch
1116,30,1011.869,1013.692,toy,inf_touch
1117,30,1016.074,1017.8,toy,inf_touch
1118,30,1019.219,1020.38,toy,inf_touch
1119,30,1020.754,1020.963,toy,inf_touch
1120,30,1021.697,1022.761,toy,inf_touch
1121,30,1024.057,1024.848,toy,inf_touch
1122,30,1026.138,1026.267,toy,inf_touch
1123,30,1027.129,1028.444,toy,inf_touch
1124,30,1029.266,1030.476,toy,inf_touch
1125,30,1033.734,1034.75,toy,inf_touch
1126,30,1038.452,1040.968,toy,inf_touch
1127,30,1043.152,1044.377,toy,inf_touch
1128,30,1046.796,1048.651,caregiver,inf_touch
1129,30,1050.44,1051.569,toy,inf_touch
1130,30,1055.311,1055.714,toy,inf_touch
1131,30,1058.406,1058.906,toy,inf_touch
1132,30,1063.866,1064.253,toy,inf_touch
1133,30,1065.93,1066.317,toy,inf_touch
1134,30,1067.946,1069.881,toy,inf_touch
1135,30,1074.58,1078.951,toy,inf_touch
1136,30,1080.862,1082.572,toy,inf_touch
1137,30,1102.446,1104.414,caregiver,inf_touch
1138,30,1107.672,1112.403,caregiver,inf_touch
1139,30,1122.603,1122.748,toy,inf_touch
1140,30,1125.918,1126.53,caregiver,inf_touch
1141,30,1127.232,1128.635,caregiver,inf_touch
1142,30,1129.781,1131.297,caregiver,inf_touch
1143,30,1134.104,1168,caregiver,inf_touch
1144,30,1179.056,1179.545,caregiver,inf_touch
1145,30,1185.286,1185.522,caregiver,inf_touch
1146,30,1194.653,1195.606,caregiver,inf_touch
1147,30,1200.223,1200.397,caregiver,inf_touch
1148,30,1205.069,1205.786,caregiver,inf_touch
1149,30,1208.354,1209.818,toy,inf_touch
1150,30,1211.382,1357.864,toy,inf_touch
1151,30,1358.51,1377.27,caregiver,inf_touch
1152,30,1385.584,1386.098,caregiver,inf_touch
1153,30,1387.081,1388.406,caregiver,inf_touch
1154,30,1389.357,1389.482,caregiver,inf_touch
1155,30,1397.064,1407.882,caregiver,inf_touch
1156,30,1420.336,1421.503,toy,inf_touch
1157,30,1425.408,1426.725,toy,inf_touch
1158,30,1427.805,1429.005,caregiver,inf_touch
1159,30,1429.178,1430.481,toy,inf_touch
1160,30,1430.802,1432.746,caregiver,inf_touch
1161,30,1433.023,1434.899,toy,inf_touch
1162,30,1441.369,1442.631,toy,inf_touch
1163,30,1443.051,1444.106,caregiver,inf_touch
1164,30,1444.441,1445.606,toy,inf_touch
1165,30,1445.97,1446.025,caregiver,inf_touch
1166,30,1448.271,1449.236,toy,inf_touch
1167,30,1453.49,1455.407,caregiver,inf_touch
1168,30,1456.018,1460.738,caregiver,inf_touch
1169,30,1467.663,1469.951,toy,inf_touch
1170,30,1478.489,1480.82,toy,inf_touch
1171,30,1483.167,1483.305,toy,inf_touch
1172,30,1483.968,1485.747,toy,inf_touch
1173,30,1494.153,1495.98,toy,inf_touch
1174,30,1507.345,1510.22,caregiver,inf_touch
1175,30,1510.22,1518.172,toy,inf_touch
1176,30,1520.468,1542.772,caregiver,inf_touch
1177,30,1542.814,1544.545,toy,inf_touch
1178,30,1544.545,1557.862,caregiver,inf_touch
1179,30,1557.864,1558.813,toy,inf_touch
1180,30,1558.834,1571.513,caregiver,inf_touch
1181,30,1571.921,1572.624,toy,inf_touch
1182,30,1572.664,1577.664,caregiver,inf_touch
1183,30,1577.738,1579.076,toy,inf_touch
1184,30,1579.11,1581.946,caregiver,inf_touch
1185,30,1581.961,1583.191,toy,inf_touch
1186,30,1583.195,1586.83,caregiver,inf_touch
1187,30,1586.837,1587.985,toy,inf_touch
1188,30,1588.019,1591.533,caregiver,inf_touch
1189,30,1591.543,1592.368,toy,inf_touch
1190,30,1592.401,1596.847,caregiver,inf_touch
1191,30,1596.868,1598.111,toy,inf_touch
1192,30,1598.124,1600.881,caregiver,inf_touch
1193,30,1600.881,1601.813,toy,inf_touch
1194,30,1601.834,1606.145,caregiver,inf_touch
1195,30,1606.151,1607.989,toy,inf_touch
1196,30,1608.016,1609.53,caregiver,inf_touch
1197,30,1609.544,1609.935,toy,inf_touch
1198,30,1609.955,1610.226,caregiver,inf_touch
1199,30,1610.239,1611.861,toy,inf_touch
1200,30,1611.875,1614.645,caregiver,inf_touch
1201,30,1614.652,1622.414,toy,inf_touch
1202,30,1622.414,1624.847,caregiver,inf_touch
1203,30,1624.874,1625.928,toy,inf_touch
1204,30,1625.928,1628.306,caregiver,inf_touch
1205,30,1628.306,1631.212,toy,inf_touch
1206,30,1631.232,1653.486,caregiver,inf_touch
1207,30,1655.851,1656.932,caregiver,inf_touch
1208,30,1659.648,1660.04,caregiver,inf_touch
1209,30,1661.033,1661.506,caregiver,inf_touch
1210,30,1665.148,1666.148,toy,inf_touch
1211,30,1669.635,1678.77,caregiver,inf_touch
1212,30,1679.256,1680.513,caregiver,inf_touch
1213,30,1680.776,1681.844,toy,inf_touch
1214,30,1683.581,1684.081,caregiver,inf_touch
1215,30,1700.574,1709.162,caregiver,inf_touch
1216,30,1711.443,1728.27,caregiver,inf_touch
1217,30,1731.232,1735.151,toy,inf_touch
1218,30,1735.659,1743.608,caregiver,inf_touch
1219,30,1745.895,1754.193,caregiver,inf_touch
1220,30,1759.998,1763.946,caregiver,inf_touch
1221,30,1780.439,1786.216,caregiver,inf_touch
1222,30,1801.642,1814.078,caregiver,inf_touch
1223,33,642.001,651.126,look look hello good girl woah,Transcript
1224,33,657.503,658.503,good girl,Transcript
1225,33,662.416,663.949,oh theyre slipppery arent they,Transcript
1226,33,678.015,679.009,ohh yeaa,Transcript
1227,33,681.009,685.015,oh man oh man,Transcript
1228,33,694.297,695.47,yay,Transcript
1229,33,727.67,728.493,yayy,Transcript
1230,33,732.439,735.844,say horray,Transcript
1231,33,753.035,754.935,yay,Transcript
1232,33,759.58,760.535,where did it go,Transcript
1233,33,781.456,784.295,come here come here,Transcript
1234,33,786.492,787.753,yay,Transcript
1235,33,797.812,799.289,look laken,Transcript
1236,33,801.967,802.739,laken look,Transcript
1237,33,804.544,807.43,laken look peek a boo huh,Transcript
1238,33,808.89,809.606,peek a boo,Transcript
1239,33,812.133,816.835,peek a boo i see you ooo yucky ants,Transcript
1240,33,818.806,823.195,oh woah what happened,Transcript
1241,33,824.713,827.235,what happened huh peek a boo,Transcript
1242,33,829.326,831.031,gimme that gimme this,Transcript
1243,33,836.754,842.298,do you know where it is where is it under here look,Transcript
1244,33,849.863,850.657,see huh,Transcript
1245,33,859.043,860.881,is that a pretty penguin,Transcript
1246,33,881.954,882.66,yay,Transcript
1247,33,887.985,891.09,yay yay laken,Transcript
1248,33,894.435,895.624,yay,Transcript
1249,33,918.266,920.312,yay you did it again,Transcript
1250,33,930.293,932,ah look at this one,Transcript
1251,33,934.547,936.34,yay,Transcript
1252,33,974.378,976.325,yay,Transcript
1253,33,981.446,982.033,laken,Transcript
1254,33,983.713,984.233,peek a boo,Transcript
1255,33,988.004,988.398,peek,Transcript
1256,33,990.24,991.767,laken peek,Transcript
1257,33,995.35,995.77,peek a boo,Transcript
1258,33,998.532,999.085,peek a boo,Transcript
1259,33,1008.348,1010.893,penguin penguin,Transcript
1260,33,1013.401,1018.468,yeaa hes trying to fly hes trying to fly,Transcript
1261,33,1025.874,1026.73,yeah,Transcript
1262,33,1032.347,1032.73,peek a boo,Transcript
1263,33,1037.843,1038.276,peek a boo,Transcript
1264,33,1049.996,1056.184,laken laken peek a boo,Transcript
1265,33,1061,1061.623,peek a boo,Transcript
1266,33,1076.474,1076.946,boink,Transcript
1267,33,1080.139,1080.539,boink,Transcript
1268,33,1084.251,1084.596,boink,Transcript
1269,33,1085.854,1087.121,boink boink boink,Transcript
1270,33,1088.946,1089.574,boink boink,Transcript
1271,33,1114.381,1118.969,and look heres a big long fin how pretty,Transcript
1272,33,1121.632,1124.837,and tiger thats tiger,Transcript
1273,33,1134.249,1136.916,penguin penguin,Transcript
1274,33,1145.684,1148.678,penguin penguin,Transcript
1275,33,1174.642,1175.269,ready,Transcript
1276,33,1180.773,1182.805,what do you want to do come here,Transcript
1277,33,1187.944,1193.527,thats a girl come on its okay come on,Transcript
1278,33,603.899,604.615,(voc)*,Child_Voc
1279,33,604.846,607.824,(voc)*,Child_Voc
1280,33,607.916,608.432,(other)*,Child_Voc
1281,33,609.085,610.829,(voc)*,Child_Voc
1282,33,610.829,611.179,(other)*,Child_Voc
1283,33,611.721,613.348,(voc)*,Child_Voc
1284,33,617.167,619.222,(voc)*,Child_Voc
1285,33,620.627,624.61,(voc)*,Child_Voc
1286,33,625.749,627.543,(voc)*,Child_Voc
1287,33,628.354,631.85,(voc)*,Child_Voc
1288,33,634.245,637.934,(voc)*,Child_Voc
1289,33,652.325,656.648,(voc)*,Child_Voc
1290,33,657.222,658.472,(voc)*,Child_Voc
1291,33,658.707,660.724,(voc)*,Child_Voc
1292,33,661.601,662.129,(voc)*,Child_Voc
1293,33,668.858,669.681,(voc)*,Child_Voc
1294,33,673.832,675.11,(voc)*,Child_Voc
1295,33,678.981,680.103,(voc)*,Child_Voc
1296,33,685.162,685.806,(voc)*,Child_Voc
1297,33,687.953,688.881,(voc)*,Child_Voc
1298,33,690.314,691.314,(voc)*,Child_Voc
1299,33,691.333,692.6,(other)*,Child_Voc
1300,33,692.864,693.159,(voc)*,Child_Voc
1301,33,694.014,698.897,(voc)*,Child_Voc
1302,33,700.525,703.136,(voc)*,Child_Voc
1303,33,705.845,706.3,(voc)*,Child_Voc
1304,33,707.605,709.55,(voc)*,Child_Voc
1305,33,710.944,713.099,(voc)*,Child_Voc
1306,33,716.361,721.761,(voc)*,Child_Voc
1307,33,724.209,727.681,(voc)*,Child_Voc
1308,33,729.08,731.358,(voc)*,Child_Voc
1309,33,736.914,737.397,(voc)*,Child_Voc
1310,33,744.723,745.639,(voc)*,Child_Voc
1311,33,746.173,746.817,(voc)*,Child_Voc
1312,33,748.887,750.475,(voc)*,Child_Voc
1313,33,751.309,752.709,(voc)*,Child_Voc
1314,33,753.674,754.88,(voc)*,Child_Voc
1315,33,765.704,765.887,(voc)*,Child_Voc
1316,33,767.47,768.009,(voc)*,Child_Voc
1317,33,779.596,780.891,(voc)*,Child_Voc
1318,33,784.041,786.191,(voc)*,Child_Voc
1319,33,798.781,799.058,(voc)*,Child_Voc
1320,33,799.815,801.933,(voc)*,Child_Voc
1321,33,808.401,808.795,(voc)*,Child_Voc
1322,33,816.883,817.633,(voc)*,Child_Voc
1323,33,828.734,829.334,(voc)*,Child_Voc
1324,33,833.205,834.255,(voc)*,Child_Voc
1325,33,844.789,845.245,(voc)*,Child_Voc
1326,33,850.13,850.38,(voc)*,Child_Voc
1327,33,870.004,870.404,(voc)*,Child_Voc
1328,33,876.588,876.972,(voc)*,Child_Voc
1329,33,880.596,881.941,(voc)*,Child_Voc
1330,33,882.633,885.022,(voc)*,Child_Voc
1331,33,889.236,889.692,(voc)*,Child_Voc
1332,33,892.543,894.865,(voc)*,Child_Voc
1333,33,897.981,898.426,(voc)*,Child_Voc
1334,33,908.967,909.059,(voc)*,Child_Voc
1335,33,910.081,910.281,(voc)*,Child_Voc
1336,33,910.785,911.039,(voc)*,Child_Voc
1337,33,913.52,914.143,(voc)*,Child_Voc
1338,33,920.559,921.044,(voc)*,Child_Voc
1339,33,936.673,936.886,(voc)*,Child_Voc
1340,33,937.375,937.669,(voc)*,Child_Voc
1341,33,944.005,944.389,(voc)*,Child_Voc
1342,33,945.309,945.893,(voc)*,Child_Voc
1343,33,946.851,947.297,(voc)*,Child_Voc
1344,33,947.955,948.186,(voc)*,Child_Voc
1345,33,949.497,950.328,(voc)*,Child_Voc
1346,33,950.908,951.601,(voc)*,Child_Voc
1347,33,952.173,956.089,(voc)*,Child_Voc
1348,33,964.342,964.935,(voc)*,Child_Voc
